timestamp,temperature_c,humidity_pct,soil_moisture_pct,motor_state,motor_on_duration_min
2024-01-01 20:30:00,30.2,96.3,71.03,0,0
2024-01-01 20:45:00,25.8,95.7,15.33,1,1
2024-01-01 21:00:00,25.7,95.0,15.85,1,2
2024-01-01 21:15:00,25.8,93.7,16.19,1,3
2024-01-01 21:30:00,25.8,95.0,14.47,1,4
2024-01-01 21:45:00,25.8,93.7,14.47,1,5
2024-01-01 22:00:00,25.8,97.7,14.47,1,6
2024-01-01 22:15:00,25.9,97.7,80.52,0,0
2024-01-01 22:30:00,27.4,88.5,80.52,0,0
2024-01-01 22:45:00,27.5,88.4,16.37,1,1
2024-01-01 23:00:00,27.5,87.5,16.37,1,2
2024-01-01 23:15:00,27.5,84.6,16.19,1,3
2024-01-01 23:30:00,27.5,86.8,16.37,1,4
2024-01-01 23:45:00,27.4,83.9,16.02,1,5
2024-01-02 00:00:00,27.4,80.8,16.37,1,6
2024-01-02 00:15:00,27.5,83.6,16.19,1,7
2024-01-02 00:30:00,27.5,81.5,16.02,1,8
2024-01-02 00:45:00,27.5,86.3,16.02,1,9
2024-01-02 01:00:00,27.4,82.3,16.37,1,10
2024-01-02 01:15:00,27.5,86.3,16.02,1,11
2024-01-02 01:30:00,28.8,78.3,25.51,1,12
2024-01-02 01:45:00,28.8,78.2,24.99,1,13
2024-01-02 02:00:00,28.8,78.9,24.99,1,14
2024-01-02 02:15:00,28.8,77.9,25.33,1,15
2024-01-02 02:30:00,28.8,78.1,25.51,1,16
2024-01-02 02:45:00,28.8,79.0,24.99,1,17
2024-01-02 03:00:00,28.8,78.9,24.99,1,18
2024-01-02 03:15:00,28.8,77.0,25.16,1,19
2024-01-02 03:30:00,28.7,78.5,25.51,1,20
2024-01-02 03:45:00,28.7,77.6,24.99,1,21
2024-01-02 04:00:00,28.7,78.5,24.99,1,22
2024-01-02 04:15:00,28.7,78.5,24.99,1,23
2024-01-02 04:30:00,28.8,81.2,25.51,1,24
2024-01-02 04:45:00,28.7,80.5,24.99,1,25
2024-01-02 05:00:00,28.7,80.0,24.99,1,26
2024-01-02 05:15:00,28.7,78.6,25.16,1,27
2024-01-02 05:30:00,28.7,78.3,24.99,1,28
2024-01-02 05:45:00,28.7,79.8,24.99,1,29
2024-01-02 06:00:00,28.7,78.3,24.99,1,30
2024-01-02 06:15:00,28.7,79.0,25.51,1,31
2024-01-02 06:30:00,28.6,78.3,25.16,1,32
2024-01-02 06:45:00,28.7,78.5,24.99,1,33
2024-01-02 07:00:00,28.7,78.0,24.99,1,34
2024-01-02 07:15:00,28.7,77.1,25.51,1,35
2024-01-02 07:30:00,28.7,79.6,24.99,1,36
2024-01-02 07:45:00,28.7,79.0,24.82,1,37
2024-01-02 08:00:00,28.6,79.5,24.99,1,38
2024-01-02 08:15:00,28.6,79.0,25.51,1,39
2024-01-02 08:30:00,28.6,79.3,25.16,1,40
2024-01-02 08:45:00,28.6,79.0,24.82,1,41
2024-01-02 09:00:00,28.6,78.5,24.99,1,42
2024-01-02 09:15:00,28.6,79.0,25.51,1,43
2024-01-02 09:30:00,28.6,78.3,24.99,1,44
2024-01-02 09:45:00,28.5,76.8,80.86,0,0
2024-01-02 10:00:00,28.5,77.6,80.86,0,0
2024-01-02 10:15:00,28.5,78.5,24.82,1,1
2024-01-02 10:30:00,28.5,77.6,24.99,1,2
2024-01-02 10:45:00,28.5,78.1,25.51,1,3
2024-01-02 11:00:00,28.5,77.0,24.82,1,4
2024-01-02 11:15:00,28.5,78.0,24.82,1,5
2024-01-02 11:30:00,28.5,77.8,24.99,1,6
2024-01-02 11:45:00,28.5,78.5,25.51,1,7
2024-01-02 12:00:00,28.5,77.3,25.16,1,8
2024-01-02 12:15:00,28.5,79.5,24.82,1,9
2024-01-02 12:30:00,28.4,78.6,24.82,1,10
2024-01-02 12:45:00,28.4,78.0,25.51,1,11
2024-01-02 13:00:00,28.4,77.9,25.16,1,12
2024-01-02 13:15:00,28.4,78.3,24.82,1,13
2024-01-02 13:30:00,29.7,95.0,80.52,0,0
2024-01-02 13:45:00,29.7,95.0,80.52,0,0
2024-01-02 14:00:00,25.2,95.0,25.51,0,0
2024-01-02 14:15:00,27.4,89.1,25.51,1,1
2024-01-02 14:30:00,27.4,90.1,25.51,1,2
2024-01-02 14:45:00,25.2,95.0,18.61,1,3
2024-01-02 15:00:00,25.2,95.0,18.61,1,4
2024-01-02 15:15:00,25.3,95.0,18.95,1,5
2024-01-02 15:30:00,25.3,95.0,18.61,1,6
2024-01-02 15:45:00,25.3,95.0,18.95,1,7
2024-01-02 16:00:00,25.3,95.0,18.44,1,8
2024-01-02 16:15:00,25.2,95.0,18.44,1,9
2024-01-02 16:30:00,25.2,95.0,18.78,1,10
2024-01-02 16:45:00,25.2,95.0,18.78,1,11
2024-01-02 17:00:00,25.2,95.0,18.44,1,12
2024-01-02 17:15:00,28.6,83.8,19.3,1,13
2024-01-02 17:30:00,28.6,82.6,18.95,1,14
2024-01-02 17:45:00,28.7,82.3,18.95,1,15
2024-01-02 18:00:00,28.7,82.8,19.47,1,16
2024-01-02 18:15:00,28.7,81.6,18.95,1,17
2024-01-02 18:30:00,28.8,82.0,19.13,1,18
2024-01-02 18:45:00,28.7,82.8,19.82,1,19
2024-01-02 19:00:00,28.6,83.2,18.78,1,20
2024-01-02 19:15:00,28.5,82.6,20.16,1,21
2024-01-02 19:30:00,28.6,80.5,19.47,1,22
2024-01-02 19:45:00,28.7,79.1,18.95,1,23
2024-01-02 20:00:00,28.8,77.4,20.33,1,24
2024-01-02 20:15:00,28.8,79.5,19.13,1,25
2024-01-02 20:30:00,30.0,62.7,19.13,1,26
2024-01-02 20:45:00,30.0,62.5,19.13,1,27
2024-01-02 21:00:00,30.0,63.2,20.16,1,28
2024-01-02 21:15:00,30.0,62.2,19.13,1,29
2024-01-02 21:30:00,30.0,61.7,19.13,1,30
2024-01-02 21:45:00,30.0,62.0,20.16,1,31
2024-01-02 22:00:00,30.0,62.2,19.3,1,32
2024-01-02 22:15:00,29.9,63.5,19.3,1,33
2024-01-02 22:30:00,29.9,64.0,19.82,1,34
2024-01-02 22:45:00,29.9,65.7,19.64,1,35
2024-01-02 23:00:00,29.9,65.5,19.3,1,36
2024-01-02 23:15:00,29.9,65.2,18.78,1,37
2024-01-02 23:30:00,29.9,66.3,19.3,1,38
2024-01-02 23:45:00,28.9,83.7,16.02,1,39
2024-01-03 00:00:00,28.9,84.8,65.86,0,0
2024-01-03 00:15:00,27.6,89.0,65.86,0,0
2024-01-03 00:30:00,27.6,96.0,16.37,1,1
2024-01-03 00:45:00,27.6,87.8,15.85,1,2
2024-01-03 01:00:00,27.6,96.5,16.19,1,3
2024-01-03 01:15:00,27.5,93.0,16.02,1,4
2024-01-03 01:30:00,29.0,86.9,14.3,1,5
2024-01-03 01:45:00,29.0,86.9,16.02,1,6
2024-01-03 02:00:00,29.0,86.7,12.92,1,7
2024-01-03 02:15:00,28.9,86.0,13.09,1,8
2024-01-03 02:30:00,28.9,86.3,13.09,1,9
2024-01-03 02:45:00,28.9,85.8,13.09,1,10
2024-01-03 03:00:00,28.9,86.0,13.09,1,11
2024-01-03 03:15:00,28.9,85.8,13.09,1,12
2024-01-03 03:30:00,28.9,85.8,13.09,1,13
2024-01-03 03:45:00,28.9,85.8,13.09,1,14
2024-01-03 04:00:00,28.9,85.8,13.09,1,15
2024-01-03 04:15:00,28.9,85.8,13.09,1,16
2024-01-03 04:30:00,28.9,85.8,13.09,1,17
2024-01-03 04:45:00,28.9,85.8,13.09,1,18
2024-01-03 05:00:00,28.9,85.8,13.09,1,19
2024-01-03 05:15:00,28.9,85.8,13.09,1,20
2024-01-03 05:30:00,28.9,85.8,13.09,1,21
2024-01-03 05:45:00,28.9,85.8,13.09,1,22
2024-01-03 06:00:00,28.9,85.8,13.09,1,23
2024-01-03 06:15:00,28.9,85.8,13.09,1,24
2024-01-03 06:30:00,28.9,85.8,13.09,1,25
2024-01-03 06:45:00,28.9,85.8,13.09,1,26
2024-01-03 07:00:00,28.9,85.8,13.09,1,27
2024-01-03 07:15:00,28.9,85.8,13.09,1,28
2024-01-03 07:30:00,28.9,85.8,13.09,1,29
2024-01-03 07:45:00,28.9,85.8,13.09,1,30
2024-01-03 08:00:00,28.9,85.8,13.09,1,31
2024-01-03 08:15:00,28.9,85.8,13.09,1,32
2024-01-03 08:30:00,28.9,85.8,13.09,1,33
2024-01-03 08:45:00,28.9,85.8,13.09,1,34
2024-01-03 09:00:00,28.9,85.8,13.09,1,35
2024-01-03 09:15:00,28.9,85.8,13.09,1,36
2024-01-03 09:30:00,28.9,85.8,13.09,1,37
2024-01-03 09:45:00,28.9,85.8,13.09,1,38
2024-01-03 10:00:00,28.9,85.8,13.09,1,39
2024-01-03 10:15:00,28.9,85.8,13.09,1,40
2024-01-03 10:30:00,28.9,85.8,13.09,1,41
2024-01-03 10:45:00,28.9,85.8,13.09,1,42
2024-01-03 11:00:00,28.9,85.8,13.09,1,43
2024-01-03 11:15:00,28.9,85.8,13.09,1,44
2024-01-03 11:30:00,28.9,85.8,13.09,1,45
2024-01-03 11:45:00,28.9,85.8,13.09,1,46
2024-01-03 12:00:00,28.9,85.8,13.09,1,47
2024-01-03 12:15:00,28.9,85.8,13.09,1,48
2024-01-03 12:30:00,28.9,85.8,13.09,1,49
2024-01-03 12:45:00,28.9,85.8,13.09,1,50
2024-01-03 13:00:00,28.9,85.8,13.09,1,51
2024-01-03 13:15:00,28.9,85.8,13.09,1,52
2024-01-03 13:30:00,28.9,85.8,13.09,1,53
2024-01-03 13:45:00,28.9,85.8,13.09,1,54
2024-01-03 14:00:00,28.9,85.8,13.09,1,55
2024-01-03 14:15:00,28.9,85.8,13.09,1,56
2024-01-03 14:30:00,28.9,85.8,13.09,1,57
2024-01-03 14:45:00,28.9,85.8,13.09,1,58
2024-01-03 15:00:00,28.9,85.8,13.09,1,59
2024-01-03 15:15:00,28.9,85.8,13.09,1,60
2024-01-03 15:30:00,28.9,85.8,13.09,1,61
2024-01-03 15:45:00,28.9,85.8,13.09,1,62
2024-01-03 16:00:00,28.9,85.8,13.09,1,63
2024-01-03 16:15:00,28.9,85.8,13.09,1,64
2024-01-03 16:30:00,28.3,88.7,19.64,1,65
2024-01-03 16:45:00,28.3,87.2,19.82,1,66
2024-01-03 17:00:00,28.3,88.4,19.3,1,67
2024-01-03 17:15:00,28.3,88.4,19.3,1,68
2024-01-03 17:30:00,28.3,88.4,19.3,1,69
2024-01-03 17:45:00,28.3,88.4,19.3,1,70
2024-01-03 18:00:00,28.3,88.4,19.3,1,71
2024-01-03 18:15:00,28.3,88.4,19.3,1,72
2024-01-03 18:30:00,28.9,83.7,66.03,0,0
2024-01-03 18:45:00,28.9,84.8,66.03,0,0
2024-01-03 19:00:00,27.6,89.0,16.19,1,1
2024-01-03 19:15:00,27.6,96.0,75.51,0,0
2024-01-03 19:30:00,27.6,87.8,75.51,0,0
2024-01-03 19:45:00,27.6,96.5,16.19,1,1
2024-01-03 20:00:00,27.5,93.0,16.02,1,2
2024-01-03 20:15:00,29.0,86.9,14.3,1,3
2024-01-03 20:30:00,29.0,86.9,16.02,1,4
2024-01-03 20:45:00,29.0,86.7,12.92,1,5
2024-01-03 21:00:00,28.9,86.0,13.09,1,6
2024-01-03 21:15:00,28.9,86.3,13.09,1,7
2024-01-03 21:30:00,28.9,85.8,13.09,1,8
2024-01-03 21:45:00,28.9,86.0,13.09,1,9
2024-01-03 22:00:00,28.9,85.8,13.09,1,10
2024-01-03 22:15:00,28.9,85.8,13.09,1,11
2024-01-03 22:30:00,25.68,89.26,39.76,1,12
2024-01-03 22:45:00,28.01,82.62,81.65,0,0
2024-01-03 23:00:00,26.44,67.22,85.2,0,0
2024-01-03 23:15:00,25.63,65.63,45.15,0,0
2024-01-03 23:30:00,23.93,91.66,37.55,0,0
2024-01-03 23:45:00,27.04,70.05,5.03,1,1
2024-01-04 00:00:00,24.13,66.28,79.21,0,0
2024-01-04 00:15:00,30.48,95.0,67.3,0,0
2024-01-04 00:30:00,31.49,70.82,43.91,0,0
2024-01-04 00:45:00,23.37,64.37,50.46,0,0
2024-01-04 01:00:00,29.08,76.16,89.61,0,0
2024-01-04 01:15:00,25.4,75.2,87.77,0,0
2024-01-04 01:30:00,25.95,92.44,17.9,1,1
2024-01-04 01:45:00,30.96,64.7,84.9,0,0
2024-01-04 02:00:00,18.99,63.19,50.97,0,0
2024-01-04 02:15:00,19.22,63.25,10.6,1,1
2024-01-04 02:30:00,18.28,91.65,31.14,1,2
2024-01-04 02:45:00,29.66,75.73,68.69,0,0
2024-01-04 03:00:00,28.89,65.27,89.34,0,0
2024-01-04 03:15:00,30.18,80.78,10.82,1,1
2024-01-04 03:30:00,31.7,78.82,60.96,0,0
2024-01-04 03:45:00,29.19,66.94,67.81,0,0
2024-01-04 04:00:00,24.46,81.11,27.61,1,1
2024-01-04 04:15:00,28.93,71.91,75.66,0,0
2024-01-04 04:30:00,19.66,68.34,10.32,1,1
2024-01-04 04:45:00,26.96,77.86,23.96,1,2
2024-01-04 05:00:00,20.01,70.21,0.03,1,3
2024-01-04 05:15:00,31.23,67.77,50.27,1,4
2024-01-04 05:30:00,25.31,90.79,26.33,1,5
2024-01-04 05:45:00,23.81,65.45,7.79,1,6
2024-01-04 06:00:00,21.7,69.82,88.09,0,0
2024-01-04 06:15:00,28.84,73.51,19.86,1,1
2024-01-04 06:30:00,24.39,69.58,56.73,1,2
2024-01-04 06:45:00,25.96,67.37,27.14,1,3
2024-01-04 07:00:00,18.26,86.99,59.74,1,4
2024-01-04 07:15:00,26.65,71.52,65.43,0,0
2024-01-04 07:30:00,26.57,63.94,72.56,0,0
2024-01-04 07:45:00,26.64,78.93,29.56,1,1
2024-01-04 08:00:00,31.21,64.39,4.71,1,2
2024-01-04 08:15:00,27.55,72.51,85.73,0,0
2024-01-04 08:30:00,23.03,90.86,96.93,0,0
2024-01-04 08:45:00,24.12,72.92,88.62,0,0
2024-01-04 09:00:00,27.77,82.14,8.25,1,1
2024-01-04 09:15:00,18.84,78.01,78.51,0,0
2024-01-04 09:30:00,27.33,64.82,48.59,0,0
2024-01-04 09:45:00,27.39,82.72,63.21,0,0
2024-01-04 10:00:00,20.95,89.96,61.17,0,0
2024-01-04 10:15:00,19.8,63.26,53.5,0,0
2024-01-04 10:30:00,22.42,86.38,67.5,0,0
2024-01-04 10:45:00,23.09,84.16,61.63,0,0
2024-01-04 11:00:00,25.98,90.33,57.68,0,0
2024-01-04 11:15:00,24.14,63.64,14.27,1,1
2024-01-04 11:30:00,31.84,70.7,86.49,0,0
2024-01-04 11:45:00,19.43,84.3,75.35,0,0
2024-01-04 12:00:00,20.92,60.77,96.44,0,0
2024-01-04 12:15:00,20.26,85.69,79.17,0,0
2024-01-04 12:30:00,27.14,90.03,58.25,0,0
2024-01-04 12:45:00,21.55,75.87,91.72,0,0
2024-01-04 13:00:00,24.53,75.2,65.42,0,0
2024-01-04 13:15:00,21.42,69.75,31.0,0,0
2024-01-04 13:30:00,20.23,60.18,17.54,1,1
2024-01-04 13:45:00,19.55,66.52,60.43,0,0
2024-01-04 14:00:00,27.19,94.3,73.61,0,0
2024-01-04 14:15:00,19.93,90.36,82.41,0,0
2024-01-04 14:30:00,20.75,69.33,28.52,1,1
2024-01-04 14:45:00,23.16,93.73,90.2,0,0
2024-01-04 15:00:00,29.49,72.87,57.79,0,0
2024-01-04 15:15:00,19.36,70.42,72.31,0,0
2024-01-04 15:30:00,29.73,65.35,80.81,0,0
2024-01-04 15:45:00,19.35,91.56,93.13,0,0
2024-01-04 16:00:00,31.67,94.54,28.99,0,0
2024-01-04 16:15:00,24.56,71.46,39.24,0,0
2024-01-04 16:30:00,31.67,84.62,90.0,0,0
2024-01-04 16:45:00,26.47,71.74,83.45,0,0
2024-01-04 17:00:00,28.35,63.67,39.91,0,0
2024-01-04 17:15:00,18.55,73.74,46.73,0,0
2024-01-04 17:30:00,21.96,79.3,71.71,0,0
2024-01-04 17:45:00,19.68,64.31,6.11,1,1
2024-01-04 18:00:00,22.15,88.64,36.72,1,2
2024-01-04 18:15:00,19.66,77.41,20.61,1,3
2024-01-04 18:30:00,22.45,68.2,51.87,1,4
2024-01-04 18:45:00,23.8,80.75,77.21,0,0
2024-01-04 19:00:00,18.9,87.76,12.98,1,1
2024-01-04 19:15:00,27.69,71.47,98.68,0,0
2024-01-04 19:30:00,25.93,84.55,46.7,0,0
2024-01-04 19:45:00,21.72,74.98,77.3,0,0
2024-01-04 20:00:00,25.33,93.74,35.23,0,0
2024-01-04 20:15:00,19.32,86.98,48.81,0,0
2024-01-04 20:30:00,26.06,72.47,96.49,0,0
2024-01-04 20:45:00,31.01,60.62,69.02,0,0
2024-01-04 21:00:00,22.46,83.01,2.55,1,1
2024-01-04 21:15:00,27.34,66.93,23.19,1,2
2024-01-04 21:30:00,19.85,64.27,25.91,1,3
2024-01-04 21:45:00,28.03,92.61,95.89,0,0
2024-01-04 22:00:00,22.05,95.0,76.95,0,0
2024-01-04 22:15:00,20.56,69.45,67.86,0,0
2024-01-04 22:30:00,26.21,70.56,6.95,1,1
2024-01-04 22:45:00,18.28,65.77,80.38,0,0
2024-01-04 23:00:00,29.61,76.02,18.15,1,1
2024-01-04 23:15:00,18.07,90.3,14.86,1,2
2024-01-04 23:30:00,27.49,84.55,86.88,0,0
2024-01-04 23:45:00,21.78,89.62,0.49,1,1
2024-01-05 00:00:00,28.29,68.0,6.31,1,2
2024-01-05 00:15:00,31.47,85.57,91.94,0,0
2024-01-05 00:30:00,21.48,92.15,25.14,0,0
2024-01-05 00:45:00,26.07,69.85,77.43,0,0
2024-01-05 01:00:00,26.29,84.17,65.71,0,0
2024-01-05 01:15:00,26.01,74.02,11.21,1,1
2024-01-05 01:30:00,21.12,70.16,79.49,0,0
2024-01-05 01:45:00,31.34,93.94,20.73,1,1
2024-01-05 02:00:00,24.26,72.2,69.54,0,0
2024-01-05 02:15:00,29.85,63.77,38.08,0,0
2024-01-05 02:30:00,27.79,73.6,54.47,0,0
2024-01-05 02:45:00,22.16,75.67,94.62,0,0
2024-01-05 03:00:00,29.39,86.33,25.91,1,1
2024-01-05 03:15:00,23.55,93.25,30.1,1,2
2024-01-05 03:30:00,30.34,88.6,29.24,1,3
2024-01-05 03:45:00,26.14,92.58,36.99,1,4
2024-01-05 04:00:00,30.34,76.63,57.66,1,5
2024-01-05 04:15:00,27.7,85.18,80.02,0,0
2024-01-05 04:30:00,28.15,70.82,89.31,0,0
2024-01-05 04:45:00,25.02,62.44,6.1,1,1
2024-01-05 05:00:00,31.39,72.79,65.01,0,0
2024-01-05 05:15:00,27.02,84.43,59.23,0,0
2024-01-05 05:30:00,23.93,69.61,60.09,0,0
2024-01-05 05:45:00,26.49,90.15,79.33,0,0
2024-01-05 06:00:00,18.27,87.68,93.79,0,0
2024-01-05 06:15:00,22.22,66.79,74.82,0,0
2024-01-05 06:30:00,27.24,71.58,17.15,1,1
2024-01-05 06:45:00,22.06,88.89,95.47,0,0
2024-01-05 07:00:00,26.65,68.54,86.52,0,0
2024-01-05 07:15:00,24.0,71.61,29.96,1,1
2024-01-05 07:30:00,19.9,72.01,12.21,1,2
2024-01-05 07:45:00,22.18,88.04,80.6,0,0
2024-01-05 08:00:00,25.98,61.3,97.64,0,0
2024-01-05 08:15:00,26.27,62.58,12.73,1,1
2024-01-05 08:30:00,26.04,80.25,65.13,0,0
2024-01-05 08:45:00,27.14,73.9,0.97,1,1
2024-01-05 09:00:00,27.13,82.15,3.54,1,2
2024-01-05 09:15:00,24.04,69.33,78.52,0,0
2024-01-05 09:30:00,30.55,91.84,81.56,0,0
2024-01-05 09:45:00,23.15,86.63,34.92,0,0
2024-01-05 10:00:00,24.1,62.37,44.79,0,0
2024-01-05 10:15:00,30.49,87.44,77.95,0,0
2024-01-05 10:30:00,29.29,93.94,85.77,0,0
2024-01-05 10:45:00,27.85,92.99,27.6,0,0
2024-01-05 11:00:00,19.4,85.74,78.43,0,0
2024-01-05 11:15:00,30.87,64.33,20.08,1,1
2024-01-05 11:30:00,28.0,80.16,44.73,1,2
2024-01-05 11:45:00,31.98,69.95,71.89,0,0
2024-01-05 12:00:00,20.09,93.96,68.58,0,0
2024-01-05 12:15:00,30.15,85.11,50.22,0,0
2024-01-05 12:30:00,20.27,81.38,66.98,0,0
2024-01-05 12:45:00,26.62,84.33,5.04,1,1
2024-01-05 13:00:00,19.73,75.33,28.82,1,2
2024-01-05 13:15:00,29.87,73.05,21.62,1,3
2024-01-05 13:30:00,29.3,92.75,8.17,1,4
2024-01-05 13:45:00,25.97,71.62,20.76,1,5
2024-01-05 14:00:00,23.7,61.45,86.0,0,0
2024-01-05 14:15:00,18.97,74.03,89.63,0,0
2024-01-05 14:30:00,27.76,87.66,53.3,0,0
2024-01-05 14:45:00,24.35,82.7,48.43,0,0
2024-01-05 15:00:00,28.11,93.68,46.31,0,0
2024-01-05 15:15:00,30.13,63.72,95.91,0,0
2024-01-05 15:30:00,31.66,91.9,94.08,0,0
2024-01-05 15:45:00,29.98,72.91,21.64,1,1
2024-01-05 16:00:00,18.16,76.59,9.49,1,2
2024-01-05 16:15:00,23.04,75.0,5.42,1,3
2024-01-05 16:30:00,28.22,64.08,35.76,1,4
2024-01-05 16:45:00,20.4,68.67,41.75,1,5
2024-01-05 17:00:00,25.29,85.98,24.76,1,6
2024-01-05 17:15:00,18.76,60.81,92.02,0,0
2024-01-05 17:30:00,20.8,64.69,83.71,0,0
2024-01-05 17:45:00,18.26,60.88,74.44,0,0
2024-01-05 18:00:00,29.11,90.01,48.38,0,0
2024-01-05 18:15:00,21.13,81.61,88.65,0,0
2024-01-05 18:30:00,22.83,65.95,94.52,0,0
2024-01-05 18:45:00,30.99,86.91,88.77,0,0
2024-01-05 19:00:00,27.86,93.84,26.13,0,0
2024-01-05 19:15:00,18.45,92.71,86.42,0,0
2024-01-05 19:30:00,20.31,92.25,35.03,0,0
2024-01-05 19:45:00,26.7,60.27,12.31,1,1
2024-01-05 20:00:00,26.08,80.62,74.36,0,0
2024-01-05 20:15:00,21.33,68.98,80.89,0,0
2024-01-05 20:30:00,31.08,79.76,98.68,0,0
2024-01-05 20:45:00,26.6,71.13,48.09,0,0
2024-01-05 21:00:00,25.5,65.38,25.09,1,1
2024-01-05 21:15:00,26.26,75.56,6.53,1,2
2024-01-05 21:30:00,28.22,77.33,41.31,1,3
2024-01-05 21:45:00,22.37,94.64,57.74,0,0
2024-01-05 22:00:00,23.58,61.48,49.64,0,0
2024-01-05 22:15:00,20.94,70.54,16.27,1,1
2024-01-05 22:30:00,20.61,89.82,37.15,1,2
2024-01-05 22:45:00,31.22,83.09,91.79,0,0
2024-01-05 23:00:00,28.35,88.93,45.92,0,0
2024-01-05 23:15:00,24.87,83.11,51.22,0,0
2024-01-05 23:30:00,21.18,86.58,47.18,0,0
2024-01-05 23:45:00,21.56,77.25,38.46,0,0
2024-01-06 00:00:00,18.81,67.17,6.05,1,1
2024-01-06 00:15:00,24.08,88.35,22.91,1,2
2024-01-06 00:30:00,22.37,79.87,49.99,1,3
2024-01-06 00:45:00,27.75,64.88,58.44,1,4
2024-01-06 01:00:00,23.29,88.17,47.81,1,5
2024-01-06 01:15:00,20.51,93.55,36.38,1,6
2024-01-06 01:30:00,18.35,72.12,80.35,0,0
2024-01-06 01:45:00,18.94,70.27,69.47,0,0
2024-01-06 02:00:00,27.51,62.86,94.54,0,0
2024-01-06 02:15:00,24.35,83.26,2.76,1,1
2024-01-06 02:30:00,25.51,93.56,74.41,0,0
2024-01-06 02:45:00,30.55,64.76,6.12,1,1
2024-01-06 03:00:00,31.86,76.98,29.09,1,2
2024-01-06 03:15:00,21.04,63.44,91.71,0,0
2024-01-06 03:30:00,27.28,61.19,77.53,0,0
2024-01-06 03:45:00,21.69,83.26,66.2,0,0
2024-01-06 04:00:00,18.29,90.37,39.96,0,0
2024-01-06 04:15:00,28.62,71.81,4.97,1,1
2024-01-06 04:30:00,22.48,90.65,26.01,1,2
2024-01-06 04:45:00,23.37,64.1,48.08,1,3
2024-01-06 05:00:00,26.24,68.33,42.27,1,4
2024-01-06 05:15:00,29.63,91.56,45.81,1,5
2024-01-06 05:30:00,26.81,77.8,3.02,1,6
